prompt_id,category,category_label,length_level,has_context,has_constraints,role,role_text,context_text,constraints_text,template_text,variable_values,expected_response_type,prompt_text,char_count,word_count,sentence_count,prompt_line_count,prompt_paragraph_count,has_question_form,has_role,has_format_instruction,has_code_in_prompt,constraint_count,instruction_count,directive_words_count,technical_terms_count,structure_score,specificity_score,created_at
410e927c-7446-4746-9576-97918fc9846f,code_generation,Генерация кода,short,1,1,qa_engineer,Ты QA-инженер.,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}.","{""task"": ""сортирует список чисел по возрастанию""}",code,"Ты QA-инженер.

Контекст: Это утилита для автоматизации обработки данных.

Напиши функцию на Python, которая сортирует список чисел по возрастанию.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть кратким.",273,35,6,7,5,0,1,1,0,5,2,3,2,1.0,0.9,2026-04-25T14:27:52+00:00
7592397c-0c5d-4f35-beea-07b8d3e7f58d,code_generation,Генерация кода,short,1,1,computer_science_teacher,Ты преподаватель информатики.,Это учебная задача для начинающего разработчика.,"Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}.","{""task"": ""проверяет, является ли строка палиндромом""}",code,"Ты преподаватель информатики.

Контекст: Это учебная задача для начинающего разработчика.

Напиши функцию на Python, которая проверяет, является ли строка палиндромом.

Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.

Ответ должен быть кратким.",300,34,6,7,5,0,1,0,0,5,1,3,3,1.0,0.75,2026-04-25T14:27:52+00:00
db05c550-8309-4a38-8e3d-716bb1b7ff37,code_generation,Генерация кода,medium,0,0,none,,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""группирует список чисел на чётные и нечётные""}",code_and_text,"Реализуй на Python решение задачи: группирует список чисел на чётные и нечётные. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",154,21,3,2,2,0,0,1,0,1,2,2,2,0.3,0.5,2026-04-25T14:27:52+00:00
8921513d-6969-45bf-b3ad-c5853992edce,code_generation,Генерация кода,medium,0,0,python_developer,Ты Python-разработчик.,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Ты Python-разработчик.

Реализуй на Python решение задачи: подсчитывает количество слов в строке. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",171,22,4,3,3,0,1,1,0,1,2,2,2,0.5,0.5,2026-04-25T14:27:52+00:00
4c4ac2d3-51b5-4733-974f-12ad716fbe2c,code_generation,Генерация кода,medium,0,0,qa_engineer,Ты QA-инженер.,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""удаляет дубликаты из списка с сохранением порядка""}",code_and_text,"Ты QA-инженер.

Реализуй на Python решение задачи: удаляет дубликаты из списка с сохранением порядка. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",175,24,4,3,3,0,1,1,0,1,2,2,1,0.5,0.5,2026-04-25T14:27:52+00:00
12bb1208-8178-4f49-9b91-d80f9c69602d,code_generation,Генерация кода,medium,0,0,computer_science_teacher,Ты преподаватель информатики.,,,"Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""объединяет два словаря""}",code_and_text,"Ты преподаватель информатики.

Напиши функцию на Python, которая объединяет два словаря. Кратко поясни решение.

Ответ должен быть средней подробности.",151,19,4,3,3,0,1,1,0,0,1,1,1,0.5,0.4,2026-04-25T14:27:52+00:00
b0ebf02d-ffd1-4edf-bc24-a0543d4baf17,code_generation,Генерация кода,medium,0,1,none,,,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Напиши функцию на Python, которая подсчитывает количество слов в строке. Кратко поясни решение.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть средней подробности.",233,29,5,5,3,0,0,1,0,5,2,3,1,0.85,0.7,2026-04-25T14:27:52+00:00
a8460cf7-1954-4a1c-9d9e-3f970d951ea1,code_generation,Генерация кода,medium,0,1,python_developer,Ты Python-разработчик.,,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""группирует список чисел на чётные и нечётные""}",code_and_text,"Ты Python-разработчик.

Напиши функцию на Python, которая группирует список чисел на чётные и нечётные. Кратко поясни решение.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",274,34,6,6,4,0,1,1,0,4,1,2,3,0.85,0.7,2026-04-25T14:27:52+00:00
dda0cd9a-42f9-4132-912c-57b8dd6cc0c2,code_generation,Генерация кода,medium,0,1,qa_engineer,Ты QA-инженер.,,"Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""удаляет дубликаты из списка с сохранением порядка""}",code_and_text,"Ты QA-инженер.

Напиши функцию на Python, которая удаляет дубликаты из списка с сохранением порядка. Кратко поясни решение.

Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть средней подробности.",275,35,6,6,4,0,1,1,0,5,2,3,2,0.85,0.7,2026-04-25T14:27:52+00:00
97629cea-ffc2-45d9-959c-8aee542964e5,code_generation,Генерация кода,medium,0,1,computer_science_teacher,Ты преподаватель информатики.,,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""удаляет дубликаты из списка с сохранением порядка""}",code_and_text,"Ты преподаватель информатики.

Напиши функцию на Python, которая удаляет дубликаты из списка с сохранением порядка. Кратко поясни решение.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",286,34,6,6,4,0,1,1,0,4,1,2,1,0.85,0.7,2026-04-25T14:27:52+00:00
5b7e63a0-f575-4c44-a5e4-a7e94c1f3c6f,code_generation,Генерация кода,medium,1,0,none,,Это часть backend-сервиса.,,"Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""удаляет дубликаты из списка с сохранением порядка""}",code_and_text,"Контекст: Это часть backend-сервиса.

Напиши функцию на Python, которая удаляет дубликаты из списка с сохранением порядка. Кратко поясни решение.

Ответ должен быть средней подробности.",185,25,4,3,3,0,0,1,0,0,1,1,2,0.65,0.7,2026-04-25T14:27:52+00:00
320e84bd-37be-44e5-8122-62b79c36299f,code_generation,Генерация кода,medium,1,0,python_developer,Ты Python-разработчик.,Это часть backend-сервиса.,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""считывает JSON-файл и возвращает его содержимое""}",code_and_text,"Ты Python-разработчик.

Контекст: Это часть backend-сервиса.

Реализуй на Python решение задачи: считывает JSON-файл и возвращает его содержимое. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",219,29,5,4,4,0,1,1,0,1,2,2,4,0.65,0.7,2026-04-25T14:27:53+00:00
93347964-7271-4995-965b-17077bc91c9d,code_generation,Генерация кода,medium,1,0,qa_engineer,Ты QA-инженер.,Это утилита для автоматизации обработки данных.,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Ты QA-инженер.

Контекст: Это утилита для автоматизации обработки данных.

Реализуй на Python решение задачи: подсчитывает количество слов в строке. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",222,29,5,4,4,0,1,1,0,1,2,2,1,0.65,0.7,2026-04-25T14:27:53+00:00
f89fcf1b-1884-4f9d-9867-ee58ea8b2bb5,code_generation,Генерация кода,medium,1,0,computer_science_teacher,Ты преподаватель информатики.,Это учебная задача для начинающего разработчика.,,"Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""проверяет, является ли строка палиндромом""}",code_and_text,"Ты преподаватель информатики.

Контекст: Это учебная задача для начинающего разработчика.

Напиши функцию на Python, которая проверяет, является ли строка палиндромом. Кратко поясни решение.

Ответ должен быть средней подробности.",230,28,5,4,4,0,1,1,0,0,1,1,2,0.65,0.7,2026-04-25T14:27:53+00:00
6bd7a4c3-51fa-4e65-aefb-f4ce22097f2e,code_generation,Генерация кода,medium,1,1,none,,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.",Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""считывает JSON-файл и возвращает его содержимое""}",code_and_text,"Контекст: Это утилита для автоматизации обработки данных.

Реализуй на Python решение задачи: считывает JSON-файл и возвращает его содержимое. Добавь краткое объяснение логики.

Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",307,37,6,6,4,0,0,1,0,6,2,4,2,1.0,0.9,2026-04-25T14:27:53+00:00
548f358a-2b1a-4ac1-9527-cbd67e1961b3,code_generation,Генерация кода,medium,1,1,python_developer,Ты Python-разработчик.,Это учебная задача для начинающего разработчика.,"Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Ты Python-разработчик.

Контекст: Это учебная задача для начинающего разработчика.

Напиши функцию на Python, которая подсчитывает количество слов в строке. Кратко поясни решение.

Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",310,37,7,7,5,0,1,1,0,5,1,3,2,1.0,0.9,2026-04-25T14:27:53+00:00
baed63fc-4aa9-407b-9379-3dce4b20b7ca,code_generation,Генерация кода,medium,1,1,qa_engineer,Ты QA-инженер.,Это часть backend-сервиса.,"Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Ты QA-инженер.

Контекст: Это часть backend-сервиса.

Напиши функцию на Python, которая находит максимальный элемент в списке. Кратко поясни решение.

Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть средней подробности.",301,38,7,7,5,0,1,1,0,5,2,3,3,1.0,0.9,2026-04-25T14:27:53+00:00
cadcdfe6-ea12-4ae5-8788-d6c47af8df6c,code_generation,Генерация кода,medium,1,1,computer_science_teacher,Ты преподаватель информатики.,Это утилита для автоматизации обработки данных.,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.",Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Ты преподаватель информатики.

Контекст: Это утилита для автоматизации обработки данных.

Реализуй на Python решение задачи: находит максимальный элемент в списке. Добавь краткое объяснение логики.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",345,40,7,7,5,0,1,1,0,5,2,3,1,1.0,0.9,2026-04-25T14:27:53+00:00
37b06404-814a-4d37-b1f8-ed4cf9dd87da,code_generation,Генерация кода,long,0,0,none,,,,Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""объединяет два словаря""}",code_and_text,"Реализуй на Python решение задачи: объединяет два словаря. Добавь пошаговое объяснение и комментарии в коде.

Ответ должен быть подробным и структурированным.",158,21,3,2,2,0,0,1,0,1,2,2,1,0.3,0.5,2026-04-25T14:27:53+00:00
f199a2c0-6a97-4a37-ac60-155e30a50fd8,code_generation,Генерация кода,long,0,0,python_developer,Ты Python-разработчик.,,,"Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Ты Python-разработчик.

Напиши функцию на Python, которая находит максимальный элемент в списке. Подробно объясни решение и прокомментируй ключевые части кода.

Ответ должен быть подробным и структурированным.",209,27,4,3,3,0,1,1,0,0,2,2,2,0.5,0.5,2026-04-25T14:27:53+00:00
2abb61a5-f33b-41c3-8574-d0149a22d1ea,code_generation,Генерация кода,long,0,0,qa_engineer,Ты QA-инженер.,,,Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""удаляет дубликаты из списка с сохранением порядка""}",code_and_text,"Ты QA-инженер.

Реализуй на Python решение задачи: удаляет дубликаты из списка с сохранением порядка. Добавь пошаговое объяснение и комментарии в коде.

Ответ должен быть подробным и структурированным.",201,28,4,3,3,0,1,1,0,1,2,2,1,0.5,0.5,2026-04-25T14:27:53+00:00
bd5cdfb9-9f47-4e0a-b3e3-326ce21f65c5,code_generation,Генерация кода,long,0,0,computer_science_teacher,Ты преподаватель информатики.,,,"Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""объединяет два словаря""}",code_and_text,"Ты преподаватель информатики.

Напиши функцию на Python, которая объединяет два словаря. Подробно объясни решение и прокомментируй ключевые части кода.

Ответ должен быть подробным и структурированным.",201,25,4,3,3,0,1,1,0,0,2,2,1,0.5,0.5,2026-04-25T14:27:53+00:00
674cbbac-8b41-4edb-b62d-75e8e3821624,code_generation,Генерация кода,long,0,1,none,,,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Добавь комментарии к ключевым частям решения.",Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Реализуй на Python решение задачи: подсчитывает количество слов в строке. Добавь пошаговое объяснение и комментарии в коде.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть подробным и структурированным.",288,36,5,5,3,0,0,1,0,4,3,3,1,0.85,0.7,2026-04-25T14:27:53+00:00
6377cf18-306f-4387-8fe8-f0cd185bccd8,code_generation,Генерация кода,long,0,1,python_developer,Ты Python-разработчик.,,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.",Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Ты Python-разработчик.

Реализуй на Python решение задачи: подсчитывает количество слов в строке. Добавь пошаговое объяснение и комментарии в коде.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть подробным и структурированным.",295,37,6,6,4,0,1,1,0,5,3,4,2,0.85,0.7,2026-04-25T14:27:53+00:00
18607ab8-96e6-4350-8f27-a7d3a5630c0f,code_generation,Генерация кода,long,0,1,qa_engineer,Ты QA-инженер.,,"Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.",Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""проверяет, является ли строка палиндромом""}",code_and_text,"Ты QA-инженер.

Реализуй на Python решение задачи: проверяет, является ли строка палиндромом. Добавь пошаговое объяснение и комментарии в коде.

Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.

Ответ должен быть подробным и структурированным.",298,36,6,6,4,0,1,1,0,6,2,4,3,0.85,0.7,2026-04-25T14:27:53+00:00
0240d630-e202-47ce-846f-7aa79ebb0a91,code_generation,Генерация кода,long,0,1,computer_science_teacher,Ты преподаватель информатики.,,"Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""сортирует список чисел по возрастанию""}",code_and_text,"Ты преподаватель информатики.

Напиши функцию на Python, которая сортирует список чисел по возрастанию. Подробно объясни решение и прокомментируй ключевые части кода.

Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.

Ответ должен быть подробным и структурированным.",307,36,6,6,4,0,1,1,0,5,2,4,2,0.85,0.7,2026-04-25T14:27:53+00:00
6f05d13f-edc1-44d9-a12f-d73978e2c179,code_generation,Генерация кода,long,1,0,none,,Это учебная задача для начинающего разработчика.,,"Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Контекст: Это учебная задача для начинающего разработчика.

Напиши функцию на Python, которая находит максимальный элемент в списке. Подробно объясни решение и прокомментируй ключевые части кода.

Ответ должен быть подробным и структурированным.",245,31,4,3,3,0,0,1,0,0,2,2,1,0.65,0.7,2026-04-25T14:27:53+00:00
787a3b89-104c-4c5f-bd2d-47bbb4b7aee2,code_generation,Генерация кода,long,1,0,python_developer,Ты Python-разработчик.,Это учебная задача для начинающего разработчика.,,Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""проверяет, является ли строка палиндромом""}",code_and_text,"Ты Python-разработчик.

Контекст: Это учебная задача для начинающего разработчика.

Реализуй на Python решение задачи: проверяет, является ли строка палиндромом. Добавь пошаговое объяснение и комментарии в коде.

Ответ должен быть подробным и структурированным.",261,33,5,4,4,0,1,1,0,1,2,2,3,0.65,0.7,2026-04-25T14:27:53+00:00
9f29e1d6-8943-4310-9450-8a23ddcbb002,code_generation,Генерация кода,long,1,0,qa_engineer,Ты QA-инженер.,Это часть backend-сервиса.,,"Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Ты QA-инженер.

Контекст: Это часть backend-сервиса.

Напиши функцию на Python, которая находит максимальный элемент в списке. Подробно объясни решение и прокомментируй ключевые части кода.

Ответ должен быть подробным и структурированным.",239,32,5,4,4,0,1,1,0,0,2,2,2,0.65,0.7,2026-04-25T14:27:53+00:00
90582a5a-16ca-4ef5-bddd-525a0a33631a,code_generation,Генерация кода,long,1,0,computer_science_teacher,Ты преподаватель информатики.,Это часть backend-сервиса.,,Реализуй на Python решение задачи: {task}. Добавь пошаговое объяснение и комментарии в коде.,"{""task"": ""находит максимальный элемент в списке""}",code_and_text,"Ты преподаватель информатики.

Контекст: Это часть backend-сервиса.

Реализуй на Python решение задачи: находит максимальный элемент в списке. Добавь пошаговое объяснение и комментарии в коде.

Ответ должен быть подробным и структурированным.",242,31,5,4,4,0,1,1,0,1,2,2,2,0.65,0.7,2026-04-25T14:27:53+00:00
974be5d8-197e-4493-815d-342b642383d9,code_generation,Генерация кода,long,1,1,none,,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""подсчитывает количество слов в строке""}",code_and_text,"Контекст: Это утилита для автоматизации обработки данных.

Напиши функцию на Python, которая подсчитывает количество слов в строке. Подробно объясни решение и прокомментируй ключевые части кода.

Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.

Ответ должен быть подробным и структурированным.",335,40,6,6,4,0,0,1,0,5,2,4,1,1.0,0.9,2026-04-25T14:27:53+00:00
74381c02-0aa3-4ed1-bb43-2bf5285e14f7,code_generation,Генерация кода,long,1,1,python_developer,Ты Python-разработчик.,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Подробно объясни решение и прокомментируй ключевые части кода.","{""task"": ""объединяет два словаря""}",code_and_text,"Ты Python-разработчик.

Контекст: Это утилита для автоматизации обработки данных.

Напиши функцию на Python, которая объединяет два словаря. Подробно объясни решение и прокомментируй ключевые части кода.

Ограничения:
- Не используй внешние зависимости.
- Избегай избыточно сложных конструкций.

Ответ должен быть подробным и структурированным.",344,41,7,7,5,0,1,1,0,5,2,4,2,1.0,0.9,2026-04-25T14:27:53+00:00
