answer_id,prompt_id,category,category_label,length_level,expected_response_type,has_context,has_constraints,role,role_text,context_text,constraints_text,template_text,variable_values,prompt_text,model_name,model_version,answer_text,generated_at,response_time_sec,char_count,text_char_count,text_word_count,text_ratio,word_count,sentence_count,paragraph_count,avg_sentence_length,list_count,has_code,code_block_count,code_line_count,code_char_count,code_ratio,has_function_def,has_import,has_assert,has_pytest,has_unittest,has_example,has_complexity,has_step_by_step,has_error_explanation,has_fixed_code,technical_terms_count,readability_score,lexical_diversity,structure_score,prompt_text_overlap,prompt_full_overlap,formal_clarity_score,formal_structure_score,formal_utility_score,formal_relevance_score,formal_total_score,task_score,judge_relevance,judge_completeness,judge_clarity,judge_logic,judge_utility,judge_comment,judge_total_score,final_score,length_match_score
da29e551-b59d-423f-a9b8-26606904058a,8c5d4776-4a14-4f45-8229-26083f83dbc2,code_generation,Генерация кода,short,code,1,0,qa_engineer,Ты QA-инженер.,Это часть backend-сервиса.,,Реализуй на Python решение задачи: {task}.,"{""task"": ""находит максимальный элемент в списке""}","Ты QA-инженер.

Контекст: Это часть backend-сервиса.

Реализуй на Python решение задачи: находит максимальный элемент в списке.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
def max_element(lst):
    return max(lst)
```",2026-04-25T17:49:08,0.9204,52,0,0,0.0,0,0,0,0.0,0,1,1,2,46,0.8846,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.28,0.3625,0.61,0.55,0.5165,,,,,,,,,,1.0
754a56a5-ef73-477b-841e-950a4d3cc010,9211fd62-edef-4e58-be89-cd18e36501b1,code_generation,Генерация кода,short,code,1,0,computer_science_teacher,Ты преподаватель информатики.,Это учебная задача для начинающего разработчика.,,Реализуй на Python решение задачи: {task}.,"{""task"": ""объединяет два словаря""}","Ты преподаватель информатики.

Контекст: Это учебная задача для начинающего разработчика.

Реализуй на Python решение задачи: объединяет два словаря.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
dict1 = {'a': 1, 'b': 2}
dict2 = {'c': 3, 'd': 4}
result = {**dict1, **dict2}
```",2026-04-25T17:49:10,1.3846,89,0,0,0.0,0,0,0,0.0,0,1,1,3,83,0.9326,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.35,0.3825,0.46,0.55,0.5033,,,,,,,,,,1.0
0551dbb2-6020-4fab-9c8b-48bc4d12d44f,322831c5-672e-4c35-b942-e91c086ba516,code_generation,Генерация кода,short,code,1,1,none,,Это часть backend-сервиса.,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Добавь комментарии к ключевым частям решения.",Реализуй на Python решение задачи: {task}.,"{""task"": ""находит максимальный элемент в списке""}","Контекст: Это часть backend-сервиса.

Реализуй на Python решение задачи: находит максимальный элемент в списке.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
def find_max_element(numbers):
    """"""
    Находит максимальный элемент в списке numbers.

    :param numbers: список чисел
    :return: максимальный элемент в списке
    """"""
    max_element = numbers[0]  # предполагаем, что первый элемент максимальный

    for number in numbers:  # проходим по всем элементам списка
        if number > max_element:  # если находим элемент больше текущего максимального
            max_element = number  # обновляем значение максимального элемента

    return max_element
```",2026-04-25T17:49:12,1.9155,529,0,0,0.0,0,0,0,0.0,0,1,1,11,523,0.9887,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.1724,0.43,0.3825,0.7,0.77,0.6221,,,,,,,,,,1.0
1e0ba6ea-88f2-4936-8604-56730882d49b,46d0ba59-661d-4d96-ab26-a1c92d229978,code_generation,Генерация кода,short,code,1,1,python_developer,Ты Python-разработчик.,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.",Реализуй на Python решение задачи: {task}.,"{""task"": ""удаляет дубликаты из списка с сохранением порядка""}","Ты Python-разработчик.

Контекст: Это утилита для автоматизации обработки данных.

Реализуй на Python решение задачи: удаляет дубликаты из списка с сохранением порядка.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
def remove_duplicates(lst):
    """"""Удаляет дубликаты из списка с сохранением порядка.""""""
    seen = set()  # множество для хранения уникальных элементов
    result = []  # список для хранения результата

    for item in lst:
        if item not in seen:  # если элемента нет в множестве
            seen.add(item)  # добавляем в множество
            result.append(item)  # добавляем в результат

    return result
```",2026-04-25T17:49:14,2.0369,434,0,0,0.0,0,0,0,0.0,0,1,1,9,428,0.9862,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.2222,0.43,0.3825,0.66,0.77,0.6133,,,,,,,,,,1.0
8860987c-33c1-4608-8b39-c86e4dbe3fc7,410e927c-7446-4746-9576-97918fc9846f,code_generation,Генерация кода,short,code,1,1,qa_engineer,Ты QA-инженер.,Это утилита для автоматизации обработки данных.,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}.","{""task"": ""сортирует список чисел по возрастанию""}","Ты QA-инженер.

Контекст: Это утилита для автоматизации обработки данных.

Напиши функцию на Python, которая сортирует список чисел по возрастанию.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
def sort_numbers(numbers):
    """"""
    Сортирует список чисел по возрастанию.

    :param numbers: список чисел для сортировки
    :return: отсортированный список чисел
    """"""
    # Используем сортировку пузырьком
    for i in range(len(numbers)):
        for j in range(len(numbers) - i - 1):
            if numbers[j] > numbers[j + 1]:
                # Меняем местами элементы
                numbers[j], numbers[j + 1] = numbers[j + 1], numbers[j]
    return numbers
```",2026-04-25T17:49:16,2.2945,494,0,0,0.0,0,0,0,0.0,0,1,1,13,488,0.9879,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.1714,0.43,0.3825,0.7,0.77,0.6221,,,,,,,,,,1.0
a561bc31-40da-4f32-9450-4b2487bcc13e,7592397c-0c5d-4f35-beea-07b8d3e7f58d,code_generation,Генерация кода,short,code,1,1,computer_science_teacher,Ты преподаватель информатики.,Это учебная задача для начинающего разработчика.,"Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}.","{""task"": ""проверяет, является ли строка палиндромом""}","Ты преподаватель информатики.

Контекст: Это учебная задача для начинающего разработчика.

Напиши функцию на Python, которая проверяет, является ли строка палиндромом.

Ограничения:
- Используй только стандартную библиотеку Python.
- Избегай избыточно сложных конструкций.

Ответ должен быть кратким.",yandexgpt-lite,latest,"```
def is_palindrome(s):
    return s == s[::-1]
```",2026-04-25T17:49:17,0.9603,56,0,0,0.0,0,0,0,0.0,0,1,1,2,50,0.8929,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.28,0.3625,0.61,0.55,0.5165,,,,,,,,,,1.0
a0c7e2f4-9813-48e7-9f05-856f104bf283,db05c550-8309-4a38-8e3d-716bb1b7ff37,code_generation,Генерация кода,medium,code_and_text,0,0,none,,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""группирует список чисел на чётные и нечётные""}","Реализуй на Python решение задачи: группирует список чисел на чётные и нечётные. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def group_even_odd(numbers):
    even_numbers = [num for num in numbers if num % 2 == 0]
    odd_numbers = [num for num in numbers if num % 2 != 0]
    return even_numbers, odd_numbers

numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
even, odd = group_even_odd(numbers)

print(""Четные числа:"", even)
print(""Нечетные числа:"", odd)
```

**Объяснение логики:**

- Используется списковое включение для разделения чисел на чётные и нечётные.
- Чётные числа (`even_numbers`) — это те, которые делятся на 2 без остатка (`num % 2 == 0`).
- Нечётные числа (`odd_numbers`) — это те, которые при делении на 2 дают остаток (`num % 2 != 0`).
- Затем возвращаются два списка: чётные и нечётные числа.",2026-04-25T17:49:20,3.3883,702,356,49,0.5071,49,5,5,9.8,4,1,1,8,336,0.4786,1,0,0,0,0,0,0,0,0,0,0,0.755,0.6531,1.0,0.35,0.35,1.0,1.0,0.9,0.9,0.956,,,,,,,,,,1.0
312281d0-dcd3-46b3-87de-4731473ba077,8921513d-6969-45bf-b3ad-c5853992edce,code_generation,Генерация кода,medium,code_and_text,0,0,python_developer,Ты Python-разработчик.,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""подсчитывает количество слов в строке""}","Ты Python-разработчик.

Реализуй на Python решение задачи: подсчитывает количество слов в строке. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def count_words(input_string):
    """"""
    Подсчитывает количество слов в строке.

    Параметры:
    input_string (str): строка, в которой нужно подсчитать слова.

    Возвращает:
    int: количество слов в строке.
    """"""
    # Разбиваем строку на слова по пробелам
    words = input_string.split()
    # Возвращаем количество слов
    return len(words)

# Пример использования
input_string = ""Hello world, this is a test string.""
word_count = count_words(input_string)
print(f""Количество слов в строке: {word_count}"")
```

Логика решения:

1. Используем метод `split()`, который разбивает строку на список слов по пробелам.
2. Затем с помощью функции `len()` подсчитываем количество элементов в списке, что соответствует количеству слов в исходной строке.",2026-04-25T17:49:23,2.9671,787,235,32,0.2986,32,4,3,8.0,2,1,1,16,542,0.6887,1,0,0,0,0,1,0,0,0,0,0,0.8,0.9375,1.0,0.2381,0.2857,0.95,1.0,0.9,0.9,0.945,,,,,,,,,,1.0
5b009d93-a03f-4b3d-a9d4-86c63a6387b8,4c4ac2d3-51b5-4733-974f-12ad716fbe2c,code_generation,Генерация кода,medium,code_and_text,0,0,qa_engineer,Ты QA-инженер.,,,Реализуй на Python решение задачи: {task}. Добавь краткое объяснение логики.,"{""task"": ""удаляет дубликаты из списка с сохранением порядка""}","Ты QA-инженер.

Реализуй на Python решение задачи: удаляет дубликаты из списка с сохранением порядка. Добавь краткое объяснение логики.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def remove_duplicates(lst):
    """"""
    Удаляет дубликаты из списка, сохраняя порядок элементов.

    :param lst: исходный список
    :return: список без дубликатов
    """"""
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    return result

# Пример использования
example_list = [1, 2, 3, 2, 4, 3, 5, 6, 6, 7]
print(remove_duplicates(example_list))
```

### Объяснение логики:
1. Инициализируем пустое множество `seen` для отслеживания уже встреченных элементов.
2. Проходим по каждому элементу `item` в исходном списке `lst`.
3. Проверяем, есть ли `item` в множестве `seen`. Если нет, добавляем `item` в `seen` и в результирующий список `result`.
4. Таким образом, мы сохраняем порядок элементов и удаляем дубликаты.",2026-04-25T17:49:27,3.4394,839,367,51,0.4374,51,9,5,5.6667,4,1,1,16,462,0.5507,1,0,0,0,0,1,0,0,0,0,0,0.8583,0.8235,1.0,0.125,0.25,0.9,1.0,0.9,0.9,0.934,,,,,,,,,,1.0
75627796-0352-4d73-bf1a-f1732d930940,12bb1208-8178-4f49-9b91-d80f9c69602d,code_generation,Генерация кода,medium,code_and_text,0,0,computer_science_teacher,Ты преподаватель информатики.,,,"Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""объединяет два словаря""}","Ты преподаватель информатики.

Напиши функцию на Python, которая объединяет два словаря. Кратко поясни решение.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```python
def merge_dictionaries(dict1, dict2):
    """"""
    Объединяет два словаря в один. Если ключи повторяются, значения из dict2 перезаписывают значения из dict1.
    """"""
    merged_dict = dict1.copy()  # Создаем копию dict1, чтобы не изменять исходный словарь
    merged_dict.update(dict2)   # Добавляем элементы из dict2 в merged_dict
    return merged_dict
```

Эта функция `merge_dictionaries` принимает два словаря `dict1` и `dict2` и возвращает новый словарь, который содержит все ключи и значения из обоих входных словарей. Если ключи совпадают, значение из `dict2` будет использовано в итоговом словаре. Это достигается с помощью метода `copy()` для создания копии `dict1` и метода `update()`, который добавляет элементы из `dict2` в `merged_dict`.",2026-04-25T17:49:30,2.974,770,391,54,0.5078,54,3,1,18.0,0,1,1,7,363,0.4714,1,0,0,0,0,0,0,0,0,0,0,0.55,0.7778,0.5,0.1053,0.2105,0.9,0.695,0.8,0.77,0.8163,,,,,,,,,,1.0
bbe5bf8f-7188-4df6-9123-bb0964801e52,b0ebf02d-ffd1-4edf-bc24-a0543d4baf17,code_generation,Генерация кода,medium,code_and_text,0,1,none,,,"Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""подсчитывает количество слов в строке""}","Напиши функцию на Python, которая подсчитывает количество слов в строке. Кратко поясни решение.

Ограничения:
- Не используй внешние зависимости.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def count_words(input_string):
    # Разбиваем строку на список слов, используя метод split()
    # По умолчанию метод split() разбивает строку по пробельным символам
    words_list = input_string.split()
    # Подсчитываем количество элементов в списке, что соответствует количеству слов
    number_of_words = len(words_list)
    return number_of_words

# Пример использования функции
input_string = ""Пример строки для подсчета слов.""
print(count_words(input_string))  # Вывод: 7
```

### Пояснение:

- Функция `count_words` принимает строку `input_string`.
- Метод `split()` разделяет строку на список слов по пробелам.
- `len(words_list)` возвращает количество элементов в списке, что соответствует количеству слов в строке.",2026-04-25T17:49:33,2.9963,749,245,28,0.3271,28,3,4,9.3333,3,1,1,10,494,0.6595,1,0,0,0,0,1,0,0,0,0,0,0.7667,0.8929,1.0,0.1724,0.1724,0.95,1.0,0.9,0.77,0.9164,,,,,,,,,,1.0
658cd4de-7af9-4a1e-be32-6cc3d3505175,a8460cf7-1954-4a1c-9d9e-3f970d951ea1,code_generation,Генерация кода,medium,code_and_text,0,1,python_developer,Ты Python-разработчик.,,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""группирует список чисел на чётные и нечётные""}","Ты Python-разработчик.

Напиши функцию на Python, которая группирует список чисел на чётные и нечётные. Кратко поясни решение.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def group_even_odd(numbers):
    even_numbers = []  # Список для чётных чисел
    odd_numbers = []   # Список для нечётных чисел

    for number in numbers:
        if number % 2 == 0:
            even_numbers.append(number)
        else:
            odd_numbers.append(number)

    return even_numbers, odd_numbers

# Пример использования функции
numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
even, odd = group_even_odd(numbers)

print(""Чётные числа:"", even)
print(""Нечётные числа:"", odd)
```

### Пояснение:

Функция `group_even_odd` принимает список чисел `numbers`. Она перебирает все числа в списке и проверяет каждое число на чётность с помощью оператора `%`. Если остаток от деления числа на 2 равен 0, число считается чётным и добавляется в список `even_numbers`. В противном случае число считается нечётным и добавляется в список `odd_numbers`. В конце функция возвращает два списка: `even_numbers` и `odd_numbers`.",2026-04-25T17:49:36,3.719,947,431,59,0.4551,59,5,2,11.8,0,1,1,14,506,0.5343,1,0,0,0,0,1,0,0,0,0,0,0.705,0.6949,0.75,0.1379,0.2069,1.0,0.8575,0.8,0.77,0.874,,,,,,,,,,1.0
e6ef9f8b-32e0-47b2-8cdf-85e82f6d1658,dda0cd9a-42f9-4132-912c-57b8dd6cc0c2,code_generation,Генерация кода,medium,code_and_text,0,1,qa_engineer,Ты QA-инженер.,,"Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""удаляет дубликаты из списка с сохранением порядка""}","Ты QA-инженер.

Напиши функцию на Python, которая удаляет дубликаты из списка с сохранением порядка. Кратко поясни решение.

Ограничения:
- Используй только стандартную библиотеку Python.
- Добавь комментарии к ключевым частям решения.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def remove_duplicates(lst):
    """"""
    Удаляет дубликаты из списка, сохраняя порядок элементов.

    Параметры:
    lst (list) — список, из которого удаляются дубликаты.

    Возвращает:
    list — список без дубликатов.
    """"""
    # Инициализируем пустой список для хранения уникальных элементов
    unique_lst = []

    # Проходим по каждому элементу в исходном списке
    for item in lst:
        # Проверяем, есть ли элемент в списке уникальных элементов
        if item not in unique_lst:
            # Если нет, добавляем его в список уникальных элементов
            unique_lst.append(item)

    return unique_lst
```",2026-04-25T17:49:39,2.3724,652,0,0,0.0,0,0,0,0.0,0,1,1,17,646,0.9908,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.1176,0.25,0.3825,0.7,0.77,0.5826,,,,,,,,,,1.0
c6e8bdaa-8f83-41cf-9645-117b29a6aaa5,97629cea-ffc2-45d9-959c-8aee542964e5,code_generation,Генерация кода,medium,code_and_text,0,1,computer_science_teacher,Ты преподаватель информатики.,,"Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.","Напиши функцию на Python, которая {task}. Кратко поясни решение.","{""task"": ""удаляет дубликаты из списка с сохранением порядка""}","Ты преподаватель информатики.

Напиши функцию на Python, которая удаляет дубликаты из списка с сохранением порядка. Кратко поясни решение.

Ограничения:
- Ответ должен быть понятен начинающему специалисту.
- Избегай избыточно сложных конструкций.

Ответ должен быть средней подробности.",yandexgpt-lite,latest,"```
def remove_duplicates(lst):
    """"""
    Удаляет дубликаты из списка, сохраняя порядок элементов.

    Параметры:
    lst (list) - список, из которого удаляются дубликаты.

    Возвращает:
    list - список без дубликатов.
    """"""
    seen = set()  # множество для хранения уже встреченных элементов
    result = []   # список для хранения результата

    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)

    return result
```

Эта функция проходит по списку `lst` и добавляет элементы в `result` только если они ещё не были добавлены. Множество `seen` используется для отслеживания уже встреченных элементов, что позволяет эффективно проверять наличие дубликатов.",2026-04-25T17:49:42,2.8865,746,236,32,0.3164,32,2,1,16.0,0,1,1,15,500,0.6702,1,0,0,0,0,0,0,0,0,0,0,0.6,1.0,0.25,0.0,0.129,0.75,0.5625,0.8,0.77,0.7541,,,,,,,,,,1.0
